Nhân vật,Năm,Sự kiện
Chandrika Kumaratunga,1978,"Chandrika kết hôn với ngôi sao điện ảnh và chính trị gia Vijaya Kumaratunga vào năm 1978, người bị ám sát vào ngày 16 tháng 2 năm 1988, bên ngoài nơi cư trú với sự hiện diện của Chandrika và hai đứa con của họ, sau đó lên năm và bảy tuổi."
Chandrika Kumaratunga,1980,"Chính phủ của bà, do Bộ trưởng Ngoại giao Lakshman Kadirgamar dẫn đầu đã thành công trong việc tăng sự công nhận Sri Lanka trên trường quốc tế, vốn đã bị ảnh hưởng lớn bởi các cuộc bạo loạn và đàn áp nổi dậy trong những năm 1980."
Trịnh Vân Long,1990,"Trịnh Vân Long sinh ngày 27 tháng 6 năm 1990 tại Thanh Đảo, Sơn Đông, Trung Quốc."
Trịnh Vân Long,2013,"Năm 2013, Trịnh Vân Long tốt nghiệp Học viện Vũ đạo Bắc Kinh hạng xuất sắc."
Trịnh Vân Long,2014,"Tuy nhiên anh vẫn theo đuổi đam mê với nhạc kịch, năm 2014 anh thôi việc ở công ty và chính thức gia nhập đoàn kịch Tùng Lôi."
Trịnh Vân Long,2017,"Năm 2017, vượt qua ba vòng phỏng vấn và 400 thí sinh, Trịnh Vân Long nhận được vai chính của vở nhạc kịch Biến thân quái y (Jekyll & Hyde)."
Trịnh Vân Long,2017,"Từ 2017 đến 2018 anh còn thủ diễn các vở khác như Murder Ballad, Rock of Ages, Yêu thương đi nhân loại, Man of La Mancha."
Trịnh Vân Long,2018,"Tháng 8 năm 2018, anh giành giải Nam diễn viên xuất sắc nhất của giải thưởng Viện Hàn lâm Nhạc kịch do Học viện Điện ảnh Bắc Kinh tổ chức."
Trịnh Vân Long,2019,"Anh cũng từng giành giải Viện Hàn lâm Nhạc kịch dành cho Nam diễn viên xuất sắc nhất, đồng thời nằm trong danh sách Forbes 30 Under 30 – 30 người dưới 30 tuổi nổi bật có những ảnh hưởng tích cực trong lĩnh vực mà họ hoạt động của Forbes Trung Quốc năm 2019."
Trịnh Vân Long,2019,"Sau khi Thanh Nhập Nhân Tâm kết thúc, anh cùng A Vân Ca, Cúc Hồng Xuyên, Thái Trình Dục lập một nhóm nam ca tên là Thanh Nhập Nhân Tâm Nam Đoàn để tham dự cuộc thi hát Singer 2019."
Trịnh Vân Long,2019,"Do chương trình dời lịch thu hình nên tập 10 của Singer 2019 trùng với một buổi diễn của vở nhạc kịch Bức thư, Trịnh Vân Long đã rời chương trình để tập trung cho vở diễn."
Trịnh Vân Long,2019,"Tháng 8 năm 2019, anh thủ diễn vai chính trong vở kịch The Poetic Age."
Trịnh Vân Long,2019,"Tháng 9 năm 2019, Trịnh Vân Long trở thành đại sứ từ thiện cho chương trình AIA Trái tim Thiên sứ do quỹ bảo hiểm AIA tổ chức, nhằm truyền cảm hứng đến công chúng để giúp đỡ các trẻ em khuyết tật cũng như gia đình các em nhằm có một cuộc sống tốt đẹp hơn."
Trịnh Vân Long,2020,Tết nguyên đán 2020 đánh dấu lần đầu tiên Trịnh Vân Long xuất hiện trên chương trình Gala mừng xuân của đài truyền hình trung ương Trung Quốc (CCTV).
Trịnh Vân Long,2020,"Ngày 30 tháng 5 năm 2020, Trịnh Vân Long tham gia đóng bộ phim truyền hình đầu tiên trong sự nghiệp – Kỳ nghỉ ấm áp vai Cao Tuấn Dụ."
Karl XI của Thụy Điển,1560,"Sau khi tìm hiểu về huyền sử Thụy Điển, các vua Erik XIV (1560 – 1568) và Karl IX (1604 – 1611) đã tự đánh số cho mình, do đó thân phụ ông lấy hiệu là Karl X."
Karl XI của Thụy Điển,1611,20 năm ngồi trên ngai vàng cuối cùng của ông được xem là những năm tháng thái bình thịnh trị lâu dài nhất trong suốt chiều dài lịch sử của Đế quốc Thụy Điển (1611 – 1718).
Karl XI của Thụy Điển,1632,"berg, A., ""The Swedish army from Lützen to Narva"", in Michael Roberts (ed."
Karl XI của Thụy Điển,1655,"Karl XI Vasa, còn gọi là Carl XI, tiếng Thụy Điển: Karl XI (24 tháng 12 năm 1655 – 5 tháng 4 năm 1697theo Lịch cũ) là vua nước Thụy Điển từ năm 1660 tới khi qua đời, vào thời đại được gọi là ""Đế quốc Thụy Điển"" (1611–1718) trong suốt bề dày lịch sử Thụy Điển."
Karl XI của Thụy Điển,1655,Vương tử Karl chào đời tại lâu đài Tre Kronor ở kinh đô Stockholm vào tháng 11 năm 1655.
Karl XI của Thụy Điển,1659,"Sau nhiều năm chinh chiến, nhà vua trở về kinh đô vào mùa đông năm 1659, rồi triệu tập Hoàng gia và Riksdag Estates."
Karl XI của Thụy Điển,1671,"Do đó, các Nhiếp chính quan của ấu chúa quyết định tiến hành thỏa thuận và liên minh với nước Pháp vào năm 1671."
Karl XI của Thụy Điển,1672,"Mẹ của ông là Vương hậu Hedwig Eleonora đứng đầu nhóm nhiếp chính cho đến khi vua Karl XI đích thân chấp chính vào ngày 18 tháng 12 năm 1672, nhưng bị không tham gia nhiều vào công việc trị quốc."
Karl XI của Thụy Điển,1672,"Vào năm 1672, quân Pháp xâm lược Hà Lan, vào mùa xuân năm 1674, Thụy Điển bị buộc phải tham chiến, bằng việc phái một đội quân tiến đến Đức."
Karl XI của Thụy Điển,1675,"Để chống chiến tranh, Thủ tướng Nils Brahe đã chủ động đến kinh thành Copenhagen vào mùa xuân năm 1675, và cố gắng thuyết phục Vương nữ Đan Mạch là Ulrikke Eleonore đính hôn với nhà vua Thụy Điển."
Karl XI của Thụy Điển,1970,"Stanley Mease Toyne, The Scandinavians in history, Tập 1970, Phần 2, Ayer Publishing, 1970."
Guido Westerwelle,1980,Ông học luật tại Đại học Bonn từ năm 1980 đến năm 1987.
Guido Westerwelle,1987,"Sau kỳ thi Luật tiểu bang lần thứ nhất và thứ hai lần lượt vào năm 1987 và 1991, ông bắt đầu hành nghề luật sư ở Bonn vào năm 1991."
Guido Westerwelle,1994,"Năm 1994, ông lấy bằng tiến sĩ luật tại trường Đại học Hagen."
Guido Westerwelle,2001,Ông cũng là chủ tịch của Đảng Dân chủ Tự do Đức (FDP) từ tháng 5 năm 2001 cho đến khi ông từ chức vào năm 2011.
Guido Westerwelle,2004,"Vào ngày 20 tháng 7 năm 2004, Westerwelle tham dự bữa tiệc sinh nhật lần thứ 50 của Angela Merkel cùng với người bạn đời của mình, Michael Mronz."
Guido Westerwelle,2010,Cặp đôi đăng ký chung sống dân sự của họ vào ngày 17 tháng 9 năm 2010 trong một buổi lễ riêng tư ở Bonn.
Guido Westerwelle,2014,"Vào ngày 20 tháng 6 năm 2014, có thông báo rằng Westerwelle đã bị bệnh bạch cầu cấp dòng tủy."
Guido Westerwelle,2015,"Ông xuất hiện lần cuối trước công chúng vào tháng 11 năm 2015, trình bày cuốn sách về cuộc chiến với căn bệnh ung thư máu mang tên Between Two Lives."
Guido Westerwelle,2016,"Westerwelle qua đời vì căn bệnh này ở Cologne vào ngày 18 tháng 3 năm 2016, ở tuổi 54."
Daniel Gygax,1981,"Gygax được sinh ra vào ngày 28 tháng 8 năm 1981 ở Zürich, Thụy Sĩ."
Daniel Gygax,2004,"Gygax ra mắt quốc tế cho Thụy Sĩ vào ngày 31 tháng 3 năm 2004, khi vào sân thay cho Hakan Yakin trong trận thua 1–0 trước Hy Lạp."
Daniel Gygax,2004,"Tại Giải vô địch bóng đá châu Âu 2004, anh đã chơi trong hai trận vòng bảng cuối cùng của Thụy Sĩ, và hai trận đầu tiên tại vòng bảng của Giải vô địch bóng đá thế giới 2006."
Daniel Gygax,2006,"Gygax đã từng có 35 lần ra sân quốc tế cho Đội tuyển bóng đá quốc gia Thụy Sĩ, và có trong danh sách tham dự 2 Giải vô địch bóng đá châu Âu và Giải vô địch bóng đá thế giới 2006."
Daniel Gygax,2008,"Vào ngày 7 tháng 7 năm 2008, Gygax chuyển tới câu lạc bộ 1."
Daniel Gygax,2008,"Trận đấu quốc tế cuối cùng của anh  diễn ra vào ngày 11 tháng 6 năm 2008, khi vào sân thay người trong trận thua 1-2 trước Thổ Nhĩ Kỳ tại Giải vô địch bóng đá châu Âu 2008."
Daniel Gygax,2010,Anh rời đội bóng vào ngày 30 tháng 6 năm 2010 để gia nhập FC Luzern.
Daniel Gygax,2010,"Gygax, cùng với tân binh Hakan Yakin đã giúp đội bóng bất ngờ dẫn đầu trong nửa đầu Giải bóng đá vô địch quốc gia Thụy Sĩ mùa giải 2010–11."
Daniel Gygax,2016,"Gygax giải nghệ ở tuổi 35, vào cuối mùa giải 2016–17."
Neferefre,1976,"Tuy nhiên, quan điểm này đã không được thừa nhận trong giai đoạn chuyển giao thiên niên kỷ mới, mà đáng chú ý nhất là bởi Verner, người chịu trách nhiệm tiến hành các cuộc khai quật khảo cổ tại khu nghĩa trang hoàng gia của vương triều thứ năm ở Abusir kể từ năm 1976."
Neferefre,1982,"Một nơi cất giữ quan trọng các cuộn giấy cói hành chính, tương đương với những cuộn giấy cói Abusir được tìm thấy trong các ngôi đền của Neferirkare và Khentkaus II,đã được phát hiện ở khu vực nhà kho thuộc ngôi đền tang lễ của Neferere trong một cuộc khai quật được khoa Ai Cập học thuộc trường đại học Prague tiến hành vào năm 1982."
Neferefre,1982,Sự hiện diện của nơi lưu trữ này là do những hoàn cảnh lịch sử khác thường trong giai đoạn trung kỳ của vương triều thứ 5.
Neferefre,1982,"Bởi vì cả Neferirkare và Neferefre đều sớm băng hà trước khi các phức hợp kim tự tháp của họ có thể được xây dựng xong, do vậy vua Nyuserre đã cho thay đổi thiết kế ban đầu của chúng, đổi hướng con đường đắp dẫn tới kim tự tháp Neferirkare sang kim tự tháp của ông ta."
Neferefre,1988,"Thứ ba, thông qua các bằng chứng khảo cổ học đã giúp cho chúng ta biết được rằng Shepseskare nhiều khả năng đã cai trị chỉ trong vài tuần tới vài tháng là cao nhất chứ không phải bảy năm theo như những gì được ghi lại về ông ta trong tác phẩm Aegyptiaca, giả thuyết này đã được Nicolas Grimal chứng minh từ tận năm 1988."
Neferefre,1988,"Thật vậy, Shepseskare là vị vua ít được biết đến nhất của vương triều thứ Năm, chỉ có hai con dấu  và một vài vết dấu triện với tên của ông ta được biết đến cho tới tận năm 2017,điều này cho thấy rằng triều đại của ông ta rất ngắn ngủi."
Neferefre,2014,"Ngoài ra, còn có một người anh em khác, có thể trẻ tuổi hơn cả Neferefre lẫn Nyuserre cũng đã được đề xuất: Iryenre, một hoàng tử Iry-pat     Cho tới tận năm 2014, các nhà khảo cổ học vẫn chưa thể biết được vị hoàng hậu nào là vợ của vua Neferefre."
Lê Thái Tông,1000,"Khoa thi này có 1000 người đỗ đạt, được chia làm 3 bậc: bậc 1, bậc 2 được học ở Quốc tử giám, bậc 3 được đưa về học ở trường các lộ."
Lê Thái Tông,1421,"Sung viên Ngô Thị Ngọc Dao (1421 – 26 tháng 2 năm 1496), là con gái của Thái bảo Chương Khánh công Ngô Từ, em gái cung tần Ngô Thị Ngọc Xuân của Thái Tổ Lê Lợi."
Lê Thái Tông,1422,"Thần phi Nguyễn Thị Anh (1422 – 4 tháng 10 1459), là mẹ của Nhân Tông Lê Bang Cơ, được phong làm Thần phi sau khi Nguyên phi và Huệ phi bị phế truất."
Lê Thái Tông,1425,Bà Phạm Thị Ngọc Trần mất năm 1425 lúc Lê Nguyên Long mới hơn 2 tuổi.
Lê Thái Tông,1428,"Tháng Giêng, năm 1428 đất nước thái bình, tháng 3 cùng năm, vua Lê Thái Tổ phong con thứ Lê Nguyên Long làm Lương quận công (梁郡公)."
Lê Thái Tông,1428,"Năm 1428, Lưu Nhân Chú được phong làm Suy trung Tán trị Hiệp mưu Dương vũ công thần, Nhập nội Kiểm hiệu, Bình chương quân quốc trọng sự quyền Tể tướng, năm 1431 làm Nhập nội Tư khấu."
Lê Thái Tông,1429,"Tháng 1, năm 1429, vua Lê Thái Tổ sai Nhập nội kiểm hiệu bình chương sự Lê Vấn (tức Phạm Vấn), Nhập nội Đại Tư mã Lê Ngân và Nhập nội Thiếu phó Lê Văn Linh lập con trưởng là Hữu Tướng quốc Lê Tư Tề làm Quốc vương, giúp coi việc nước."
Lê Thái Tông,1432,"Năm 1432, Lê Thái Tổ nhiều bệnh, chính sự nhà nước đều giao cho thân vương Lê Tư Tề nhưng thân vương mắc chứng điên cuồng, giết bừa các tì thiếp, dần dần không hợp ý Lê Thái Tổ."
Lê Thái Tông,1433,"Thái Tông trị vì từ ngày 20 tháng 10 năm 1433 cho tới khi mất năm 1442, tổng cộng gần 9 năm."
Lê Thái Tông,1433,"Đến năm 1433 lại sai Nhập nội Tư khấu Lê Sát, Tư không Lê Nhân Chú (Lưu Nhân Chú), Nhập nội Tư mã Lê Lý (tức Nguyễn Lý) và Nhập nội Thiếu úy Lê Quốc Hưng (tức Bùi Quốc Hưng) lập Lương quận công Nguyên Long làm Hoàng thái tử."
Lê Thái Tông,1433,"Năm 1433, vua Lê Thái Tổ vời người cháu ruột là Nhập nội Tư mã, Kì Lân Hổ Vệ tướng quân Lê Khôi lúc ấy đang trấn thủ Hóa châu về triều để bàn lập thái tử."
Lê Thái Tông,1433,"Tháng 8 âm lịch năm 1433, Lê Thái Tổ giáng con trưởng Lê Tư Tề làm Quận vương, lấy con thứ kế thừa ngôi vua."
Lê Thái Tông,1433,"Ngày 22 tháng 8 âm lịch năm 1433, vua Lê Thái Tổ qua đời."
Lê Thái Tông,1433,"Ngày 8 tháng 9 âm lịch (20 tháng 10 dương lịch) năm 1433, Thái tử Lê Nguyên Long lên ngôi Hoàng đế, ban chiếu đại xá thiên hạ và quyết định đổi niên hiệu thành Thiệu Bình từ năm sau."
Lê Thái Tông,1433,"Năm 1433, vua Lê Thái Tổ mời người cháu ruột là Lê Khôi vào triều, Lê Khôi khuyên nên lập người con thứ 2, tức vua Lê Thái Tông mà phế bỏ người anh là Lê Tư Tề."
Jerry Buttimer,2004,Ông lần đầu tiên được bầu vào Hội đồng Thành phố Cork năm 2004.
Jerry Buttimer,2011,Ông từng là Teachta Dála (TD) cho khu vực bầu cử Cork South-Central từ 2011 đến 2016.
Jerry Buttimer,2012,"Ông đã chỉ trích báo cáo ủy ban ranh giới năm 2012, nơi đã chuyển các khu vực của Bishopstown và Glasheen từ khu vực bầu cử Cork South–Central tới Cork North-Central."
Jerry Buttimer,2012,"Bất chấp dự đoán rằng ông sẽ chuyển đến Cork North-Central tại cuộc bầu cử tiếp theo, ông đã tuyên bố vào tháng 8 năm 2012 rằng ông sẽ tranh cử trong cuộc bầu cử tiếp theo tại Cork South-Central."
Jerry Buttimer,2016,"Ông đã là Thượng nghị sĩ cho Labour Panel từ năm 2016, trước đó từ năm 2007 đến năm 2011."
Jerry Buttimer,2016,Ông mất ghế tại cuộc tổng tuyển cử năm 2016.
Jerry Buttimer,2016,"Sau khi được bầu làm thành viên của Seanad Éireann vào tháng 4 năm 2016, ông được Taoiseach bổ nhiệm làm Lãnh đạo của Seanad Éireann và Lãnh đạo của Fine Gael tại Seanad."
Jerry Buttimer,2020,Ông được bầu lại vào Seanad năm 2020.
Hợp Tán,1271,"Hợp Tán sinh ngày 5 tháng 11 năm 1271 tại Abaskun (gần Bandar Turkman ngày nay) nhưng được nuôi dưỡng trong Ordo (lều du mục) bởi ái thê của ông nội Abaqa, Buluqhan Khatun, người không có con."
